feature	percentage_gene_gc_content	gene_biotype	start_position	end_position	hgnc_id	hgnc_symbol	length
ENSG00000110756	39.75	protein_coding	18278668	18322198	HGNC:17022	HPS5	43530
ENSG00000110768	40.71	protein_coding	18322295	18367045	HGNC:4655	GTF2H1	44750
ENSG00000110799	46.59	protein_coding	5948877	6124770	HGNC:12726	VWF	175893
ENSG00000110801	47.48	protein_coding	121888732	121918297	HGNC:9567	PSMD9	29565
ENSG00000110841	39.81	protein_coding	27523431	27695564	HGNC:9249	PPFIBP1	172133
ENSG00000110844	47.42	protein_coding	49568218	49644666	HGNC:25031	PRPF40B	76448
ENSG00000110851	41.2	protein_coding	107732871	107761272	HGNC:9348	PRDM4	28401
ENSG00000110871	45.87	protein_coding	120503279	120534434	HGNC:28722	COQ5	31155
ENSG00000110876	51.79	protein_coding	108620413	108633894	HGNC:10722	SELPLG	13481
ENSG00000110880	41.32	protein_coding	108645109	108731526	HGNC:2254	CORO1C	86417
ENSG00000110881	54.15	protein_coding	50057548	50083611	HGNC:100	ASIC1	26063
ENSG00000110888	39.6	protein_coding	30709552	30823302	HGNC:21259	CAPRIN2	113750
ENSG00000110906	47.59	protein_coding	109448655	109477359	HGNC:23236	KCTD10	28704
ENSG00000110911	43.54	protein_coding	50979401	51028566	HGNC:10908	SLC11A2	49165
ENSG00000110917	47.33	protein_coding	120687149	120704282	HGNC:28973	MLEC	17133
ENSG00000110921	52.45	protein_coding	109573255	109598125	HGNC:7530	MVK	24870
ENSG00000110925	46.64	protein_coding	51061205	51083664	HGNC:16006	CSRNP2	22459
ENSG00000110931	50.83	protein_coding	121237675	121298308	HGNC:1470	CAMKK2	60633
ENSG00000110955	45.22	protein_coding	56638175	56645984	HGNC:830	ATP5F1B	7809
ENSG00000110958	44.13	protein_coding	56663341	56688408	HGNC:16049	PTGES3	25067
ENSG00000110987	52.98	protein_coding	122019422	122062044	HGNC:1004	BCL7A	42622
ENSG00000111011	39.84	protein_coding	122503454	122527000	HGNC:30559	RSRC2	23546
ENSG00000111012	53.92	protein_coding	57762334	57768986	HGNC:2606	CYP27B1	6652
ENSG00000111077	60.28	protein_coding	53046969	53064379	HGNC:19737	TNS2	17410
ENSG00000111142	39.23	protein_coding	95473520	95515839	HGNC:16672	METAP2	42319
ENSG00000111144	39.07	protein_coding	96000753	96043520	HGNC:6710	LTA4H	42767
ENSG00000111145	45.12	protein_coding	96194375	96269824	HGNC:3325	ELK3	75449
ENSG00000111196	36.39	protein_coding	10604190	10613609	HGNC:25504	MAGOHB	9419
ENSG00000111199	52.04	protein_coding	109783087	109833406	HGNC:18083	TRPV4	50319
ENSG00000111203	50.2	protein_coding	2812622	2859791	HGNC:30879	ITFG2	47169
ENSG00000111206	48.09	protein_coding	2857680	2877174	HGNC:3818	FOXM1	19494
ENSG00000111224	39.15	protein_coding	3791047	3873448	HGNC:1186	PARP11	82401
ENSG00000111229	45.85	protein_coding	110434823	110450422	HGNC:706	ARPC3	15599
ENSG00000111231	45.03	protein_coding	110452486	110469268	HGNC:30186	GPN3	16782
ENSG00000111237	40.66	protein_coding	110491083	110502111	HGNC:14340	VPS29	11028
ENSG00000111247	36.4	protein_coding	4538798	4560047	HGNC:16956	RAD51AP1	21249
ENSG00000111252	54.03	protein_coding	111405923	111451623	HGNC:29605	SH2B3	45700
ENSG00000111261	43.98	protein_coding	12326056	12350242	HGNC:25505	MANSC1	24186
ENSG00000111266	40.41	protein_coding	12473282	12562863	HGNC:17909	DUSP16	89581
ENSG00000111269	40.66	protein_coding	12611827	12645108	HGNC:2350	CREBL2	33281
ENSG00000111271	47.12	protein_coding	111686053	111757107	HGNC:21597	ACAD10	71054
ENSG00000111275	48.79	protein_coding	111766887	111817532	HGNC:404	ALDH2	50645
ENSG00000111276	42.64	protein_coding	12685498	12722369	HGNC:1785	CDKN1B	36871
ENSG00000111300	41.37	protein_coding	112026689	112108796	HGNC:25783	NAA25	82107
ENSG00000111319	51.15	protein_coding	6346843	6377730	HGNC:10599	SCNN1A	30887
ENSG00000111321	53.53	protein_coding	6375045	6391571	HGNC:6718	LTBR	16526
ENSG00000111328	53.31	protein_coding	123250112	123272334	HGNC:14002	CDK2AP1	22222
ENSG00000111331	46.81	protein_coding	112938051	112976460	HGNC:8088	OAS3	38409
ENSG00000111335	43.81	protein_coding	112978395	113011723	HGNC:8087	OAS2	33328
ENSG00000111344	51.7	protein_coding	113098819	113136239	HGNC:9873	RASAL1	37420
ENSG00000111348	41.11	protein_coding	14942031	14961728	HGNC:679	ARHGDIB	19697
ENSG00000111358	42.85	protein_coding	123633739	123662604	HGNC:4657	GTF2H3	28865
ENSG00000111361	45.42	protein_coding	123620406	123633766	HGNC:3257	EIF2B1	13360
ENSG00000111364	45.84	protein_coding	123602077	123620943	HGNC:20085	DDX55	18866
ENSG00000111371	39.96	protein_coding	46183063	46270017	HGNC:13447	SLC38A1	86954
ENSG00000111412	44.26	protein_coding	116710171	116738070	HGNC:26128	SPRING1	27899
ENSG00000111424	47.72	protein_coding	47841537	47943048	HGNC:12679	VDR	101511
ENSG00000111445	45.74	protein_coding	118013588	118033130	HGNC:9973	RFC5	19542
ENSG00000111450	45.86	protein_coding	130789600	130839254	HGNC:3403	STX2	49654
ENSG00000111481	46.59	protein_coding	54301202	54351846	HGNC:2243	COPZ1	50644
ENSG00000111490	41.34	protein_coding	64759484	64881033	HGNC:29164	TBC1D30	121549
ENSG00000111530	36.87	protein_coding	67269358	67319953	HGNC:30688	CAND1	50595
ENSG00000111540	46.01	protein_coding	55973913	55996683	HGNC:9784	RAB5B	22770
ENSG00000111554	38.66	protein_coding	68272443	68332381	HGNC:29917	MDM1	59938
ENSG00000111581	39.25	protein_coding	68686951	68745809	HGNC:29914	NUP107	58858
ENSG00000111596	35.15	protein_coding	70243002	70354993	HGNC:7878	CNOT2	111991
ENSG00000111602	46.65	protein_coding	56416363	56449426	HGNC:11813	TIMELESS	33063
ENSG00000111605	35.75	protein_coding	69239569	69274358	HGNC:13871	CPSF6	34789
ENSG00000111615	35.47	protein_coding	75490863	75511636	HGNC:5176	KRR1	20773
ENSG00000111639	48.72	protein_coding	6491886	6493841	HGNC:14044	MRPL51	1955
ENSG00000111640	59.98	protein_coding	6534512	6538374	HGNC:4141	GAPDH	3862
ENSG00000111642	49.02	protein_coding	6570082	6614524	HGNC:1919	CHD4	44442
ENSG00000111644	51.64	protein_coding	6638075	6647433	HGNC:17195	ACRBP	9358
ENSG00000111647	38.58	protein_coding	100028455	100142874	HGNC:29102	BLTP3B	114419
ENSG00000111652	50.43	protein_coding	6724014	6731875	HGNC:16758	COPS7A	7861
ENSG00000111653	47.76	protein_coding	6650301	6663142	HGNC:19423	ING4	12841
ENSG00000111665	51.6	protein_coding	6844793	6851292	HGNC:14624	CDCA3	6499
ENSG00000111666	38.42	protein_coding	101696947	101744140	HGNC:17852	CHPT1	47193
ENSG00000111667	52.75	protein_coding	6852148	6866632	HGNC:12628	USP5	14484
ENSG00000111669	59.16	protein_coding	6867119	6870948	HGNC:12009	TPI1	3829
ENSG00000111670	40.95	protein_coding	101745499	101830959	HGNC:29670	GNPTAB	85460
ENSG00000111671	49.45	protein_coding	6870935	6889358	HGNC:29522	SPSB2	18423
ENSG00000111674	55.33	protein_coding	6913745	6923698	HGNC:3353	ENO2	9953
ENSG00000111676	55.53	protein_coding	6924463	6942321	HGNC:3033	ATN1	17858
ENSG00000111678	52.58	protein_coding	6942978	6946003	HGNC:29521	C12orf57	3025
ENSG00000111679	57.71	protein_coding	6946468	6961316	HGNC:9658	PTPN6	14848
ENSG00000111684	44.18	protein_coding	6976185	7018477	HGNC:30244	LPCAT3	42292
ENSG00000111696	43.11	protein_coding	103770453	103841234	HGNC:30826	NT5DC3	70781
ENSG00000111707	44.37	protein_coding	118376555	118418033	HGNC:29545	SUDS3	41478
ENSG00000111711	35.99	protein_coding	21501781	21518408	HGNC:20175	GOLT1B	16627
ENSG00000111716	38.01	protein_coding	21635342	21757857	HGNC:6541	LDHB	122515
ENSG00000111725	47.61	protein_coding	119667864	119681624	HGNC:9378	PRKAB1	13760
ENSG00000111726	37.39	protein_coding	22046218	22065674	HGNC:18290	CMAS	19456
ENSG00000111727	37.22	protein_coding	104064531	104106524	HGNC:24972	HCFC2	41993
ENSG00000111731	34.95	protein_coding	22448583	22544546	HGNC:29062	C2CD5	95963
ENSG00000111737	55.76	protein_coding	120095099	120117502	HGNC:9774	RAB35	22403
ENSG00000111752	44.13	protein_coding	8913896	8941467	HGNC:3182	PHC1	27571
ENSG00000111775	48.26	protein_coding	120438090	120440737	HGNC:2277	COX6A1	2647
ENSG00000111785	38.47	protein_coding	106774621	106889316	HGNC:25555	RIC8B	114695
ENSG00000111786	46.67	protein_coding	120461672	120495946	HGNC:10791	SRSF9	34274
ENSG00000111788	48.72	transcribed_unprocessed_pseudogene	9277235	9313241	HGNC:38668	DDX12B	36006
ENSG00000111790	35.89	protein_coding	26938470	26966650	HGNC:23098	FGFR1OP2	28180
ENSG00000111801	44.07	protein_coding	26440472	26453415	HGNC:1140	BTN3A3	12943
ENSG00000111802	38.83	protein_coding	24649979	24666930	HGNC:17768	TDP2	16951
ENSG00000111816	36.89	protein_coding	115931149	116060891	HGNC:3955	FRK	129742
ENSG00000111817	38.2	protein_coding	116254173	116444861	HGNC:21144	DSE	190688
ENSG00000111832	36.37	protein_coding	116571409	116597675	HGNC:20993	RWDD1	26266
ENSG00000111843	47.49	protein_coding	10722915	10731129	HGNC:20952	TMEM14C	8214
ENSG00000111845	40.66	protein_coding	10694972	10709782	HGNC:20882	PAK1IP1	14810
ENSG00000111850	40.32	protein_coding	87322583	87399749	HGNC:21401	SMIM8	77166
ENSG00000111860	38.17	protein_coding	118460772	118710075	HGNC:21638	CEP85L	249303
ENSG00000111875	39.18	protein_coding	118894152	118909171	HGNC:20995	ASF1A	15019
ENSG00000111877	39.07	protein_coding	118813442	118935162	HGNC:21484	MCM9	121720
ENSG00000111879	39.55	protein_coding	118959763	119149387	HGNC:20991	FAM184A	189624
ENSG00000111880	36.63	protein_coding	88609897	88963618	HGNC:10073	RNGTT	353721
ENSG00000111897	35.93	protein_coding	122443351	122471807	HGNC:13464	SERINC1	28456
ENSG00000111906	40.11	protein_coding	125219962	125302078	HGNC:21078	HDDC2	82116
ENSG00000111907	39.16	protein_coding	125119049	125264407	HGNC:12006	TPD52L1	145358
ENSG00000111911	38.09	protein_coding	125956770	125980244	HGNC:18468	HINT3	23474
ENSG00000111912	39.05	protein_coding	125781161	125932034	HGNC:21081	NCOA7	150873
ENSG00000111961	43.29	protein_coding	148272304	148552044	HGNC:19182	SASH1	279740
ENSG00000111962	41.41	protein_coding	148747030	149076990	HGNC:17223	UST	329960
ENSG00000112029	38.53	protein_coding	152970519	152983579	HGNC:13584	FBXO5	13060
ENSG00000112031	37.72	protein_coding	152987362	153002709	HGNC:21051	MTRF1L	15347
ENSG00000112033	49.53	protein_coding	35342558	35428191	HGNC:9235	PPARD	85633
ENSG00000112039	50.45	protein_coding	35452338	35467104	HGNC:3586	FANCE	14766
ENSG00000112062	40.44	protein_coding	36027752	36122511	HGNC:6876	MAPK14	94759
ENSG00000112078	42.39	protein_coding	36442767	36491143	HGNC:21052	KCTD20	48376
ENSG00000112079	41.52	protein_coding	36493892	36547479	HGNC:17847	STK38	53587
ENSG00000112081	40.07	protein_coding	36594353	36605911	HGNC:10785	SRSF3	11558
ENSG00000112110	43.85	protein_coding	159789812	159798436	HGNC:14477	MRPL18	8624
ENSG00000112118	43.17	protein_coding	52264014	52284881	HGNC:6945	MCM3	20867
ENSG00000112130	43.66	protein_coding	37353979	37394734	HGNC:10071	RNF8	40755
ENSG00000112144	40.86	protein_coding	53001279	53061824	HGNC:21219	CILK1	60545
ENSG00000112146	39.22	protein_coding	53051991	53100873	HGNC:13588	FBXO9	48882
ENSG00000112159	41.54	protein_coding	89642498	89819794	HGNC:18302	MDN1	177296
ENSG00000112167	41.98	protein_coding	39104063	39115193	HGNC:21025	SAYSD1	11130
ENSG00000112182	40.5	protein_coding	89926528	90296843	HGNC:14078	BACH2	370315
ENSG00000112186	42.29	protein_coding	17393595	17557780	HGNC:20039	CAP2	164185
ENSG00000112200	36.73	protein_coding	57086844	57170305	HGNC:21091	ZNF451	83461
ENSG00000112210	37.65	protein_coding	57186992	57222307	HGNC:14263	RAB23	35315
ENSG00000112234	36.71	protein_coding	98868535	98948006	HGNC:13601	FBXL4	79471
ENSG00000112237	35.15	protein_coding	99542387	99568825	HGNC:1581	CCNC	26438
ENSG00000112242	42.72	protein_coding	20401879	20493714	HGNC:3115	E2F3	91835
ENSG00000112249	34.11	protein_coding	100508194	100881372	HGNC:18697	ASCC3	373178
ENSG00000112282	36.18	protein_coding	131573966	131628242	HGNC:2372	MED23	54276
ENSG00000112290	36.65	protein_coding	110099819	110180004	HGNC:12732	WASF1	80185
ENSG00000112293	43.49	protein_coding	24424565	24495205	HGNC:4459	GPLD1	70640
ENSG00000112294	43.1	protein_coding	24494867	24537207	HGNC:408	ALDH5A1	42340
ENSG00000112297	40.14	protein_coding	106360717	106572017	HGNC:356	CRYBG1	211300
ENSG00000112304	41.43	protein_coding	24667035	24705065	HGNC:20999	ACOT13	38030
ENSG00000112305	37.73	protein_coding	70667776	70862011	HGNC:19651	SMAP1	194235
ENSG00000112306	42.19	protein_coding	132814569	132817564	HGNC:10385	RPS12	2995
ENSG00000112308	40.3	protein_coding	24704861	24720825	HGNC:20998	C6orf62	15964
ENSG00000112312	36.82	protein_coding	24774931	24786099	HGNC:17493	GMNN	11168
ENSG00000112335	41.15	protein_coding	108211222	108261246	HGNC:11174	SNX3	50024
ENSG00000112339	36.66	protein_coding	134960378	135103056	HGNC:4834	HBS1L	142678
ENSG00000112343	40.45	protein_coding	25962802	25991231	HGNC:10059	TRIM38	28429
ENSG00000112357	38.37	protein_coding	136822564	136913934	HGNC:8860	PEX7	91370
ENSG00000112365	43.33	protein_coding	109460632	109483239	HGNC:21143	ZBTB24	22607
ENSG00000112367	40.3	protein_coding	109690609	109878098	HGNC:16873	FIG4	187489
ENSG00000112378	39.25	protein_coding	138088505	138107419	HGNC:17637	PERP	18914
ENSG00000112406	41.8	protein_coding	139135080	139180802	HGNC:21041	HECA	45722
ENSG00000112414	35.7	protein_coding	142301854	142446266	HGNC:13841	ADGRG6	144412
ENSG00000112419	40.02	protein_coding	143536845	143831185	HGNC:20956	PHACTR2	294340
ENSG00000112425	37.55	protein_coding	145382535	145736023	HGNC:3413	EPM2A	353488
ENSG00000112473	53.64	protein_coding	33200305	33204439	HGNC:4927	SLC39A7	4134
ENSG00000112511	57.49	protein_coding	33410399	33416453	HGNC:8919	PHF1	6054
ENSG00000112514	54.9	protein_coding	33416442	33418317	HGNC:21101	CUTA	1875
ENSG00000112531	36.39	protein_coding	163414000	163578592	HGNC:21100	QKI	164592
ENSG00000112559	58.13	protein_coding	41636882	41654244	HGNC:6967	MDFI	17362
ENSG00000112561	54.14	protein_coding	41683978	41736259	HGNC:11753	TFEB	52281
ENSG00000112576	47.06	protein_coding	41934934	42050357	HGNC:1585	CCND3	115423
ENSG00000112578	48.72	protein_coding	41921229	41933050	HGNC:1157	BYSL	11821
ENSG00000112584	44.49	protein_coding	170290703	170407067	HGNC:21109	FAM120B	116364
ENSG00000112592	39.46	protein_coding	170554302	170572870	HGNC:11588	TBP	18568
ENSG00000112624	43.82	protein_coding	42782052	42868558	HGNC:21111	BICRAL	86506
ENSG00000112640	49.86	protein_coding	42984553	43012342	HGNC:9312	PPP2R5D	27789
ENSG00000112651	49.19	protein_coding	43054029	43059438	HGNC:14056	MRPL2	5409
ENSG00000112655	49.4	protein_coding	43076307	43161719	HGNC:9618	PTK7	85412
ENSG00000112658	55.64	protein_coding	43171269	43181506	HGNC:11291	SRF	10237
ENSG00000112659	49.09	protein_coding	43182184	43224587	HGNC:15982	CUL9	42403
ENSG00000112667	55.28	protein_coding	43225629	43229481	HGNC:21218	DNPH1	3852
ENSG00000112679	47.53	protein_coding	291630	351355	HGNC:16077	DUSP22	59725
ENSG00000112685	40.51	protein_coding	485154	693139	HGNC:24968	EXOC2	207985
ENSG00000112695	40.34	protein_coding	75237675	75250323	HGNC:2288	COX7A2	12648
ENSG00000112697	37.36	protein_coding	75252924	75284948	HGNC:16667	TMEM30A	32024
ENSG00000112701	37.44	protein_coding	75601509	75718281	HGNC:20944	SENP6	116772
ENSG00000112715	56.4	protein_coding	43770184	43786487	HGNC:12680	VEGFA	16303
ENSG00000112739	38.36	protein_coding	4021267	4064983	HGNC:17346	PRP4K	43716
ENSG00000112742	34.98	protein_coding	80003887	80042527	HGNC:12401	TTK	38640
ENSG00000112759	56.81	protein_coding	44219553	44234142	HGNC:11003	SLC29A1	14589
ENSG00000112763	45.31	protein_coding	26457904	26476621	HGNC:1136	BTN2A1	18717
ENSG00000112773	36.03	protein_coding	81491439	81752774	HGNC:18345	TENT5A	261335
ENSG00000112787	62.75	protein_coding	132489551	132585188	HGNC:29308	FBRSL1	95637
ENSG00000112799	44.39	protein_coding	6588108	6654983	HGNC:16837	LY86	66875
ENSG00000112812	49.82	protein_coding	27247701	27256624	HGNC:9480	PRSS16	8923
ENSG00000112851	38.1	protein_coding	65883128	66082546	HGNC:15842	ERBIN	199418
ENSG00000112855	45.87	protein_coding	140691430	140699305	HGNC:4817	HARS2	7875
ENSG00000112874	34.03	protein_coding	103548855	103562790	HGNC:18826	NUDT12	13935
ENSG00000112877	53.78	protein_coding	612340	667168	HGNC:25547	CEP72	54828
ENSG00000112893	36.47	protein_coding	109689927	109869625	HGNC:6824	MAN2A1	179698
ENSG00000112941	47.71	protein_coding	6713432	6757044	HGNC:16705	TENT4A	43612
ENSG00000112972	38.76	protein_coding	43287470	43313512	HGNC:5007	HMGCS1	26042
ENSG00000112977	46.29	protein_coding	10679230	10761234	HGNC:2672	DAP	82004
ENSG00000112983	43.02	protein_coding	138139770	138178953	HGNC:19874	BRD8	39183
ENSG00000112984	45.25	protein_coding	138178719	138187723	HGNC:9787	KIF20A	9004
ENSG00000112992	37.88	protein_coding	43602692	43707405	HGNC:7863	NNT	104713
ENSG00000112996	36.56	protein_coding	44808947	44820428	HGNC:8769	MRPS30	11481
ENSG00000113013	42.75	protein_coding	138553756	138575675	HGNC:5244	HSPA9	21919
ENSG00000113048	39.24	protein_coding	72214953	72321717	HGNC:14512	MRPS27	106764
ENSG00000113068	40.78	protein_coding	140245035	140303113	HGNC:8866	PFDN1	58078
ENSG00000113108	53.75	protein_coding	140558268	140564781	HGNC:20708	APBB3	6513
ENSG00000113119	51.32	protein_coding	140639435	140645408	HGNC:28814	TMCO6	5973
ENSG00000113141	45.21	protein_coding	140647058	140662480	HGNC:5958	IK	15422
ENSG00000113161	38.36	protein_coding	75336329	75364001	HGNC:5006	HMGCR	27672
ENSG00000113163	37.4	protein_coding	75356345	75512138	HGNC:2205	CERT1	155793
ENSG00000113194	42.96	protein_coding	176447628	176510074	HGNC:24666	FAF2	62446
ENSG00000113240	39.49	protein_coding	178602664	178630615	HGNC:13659	CLK4	27951
ENSG00000113269	42.83	protein_coding	179911651	180072113	HGNC:18280	RNF130	160462
ENSG00000113272	42.92	protein_coding	157731420	157741449	HGNC:26053	THG1L	10029
ENSG00000113273	41.01	protein_coding	78777209	78986087	HGNC:714	ARSB	208878
ENSG00000113282	37.76	protein_coding	157785743	157859145	HGNC:23186	CLINT1	73402
ENSG00000113300	42.09	protein_coding	180494379	180578358	HGNC:14099	CNOT6	83979
ENSG00000113312	41.36	protein_coding	160009113	160065543	HGNC:12391	TTC1	56430
ENSG00000113318	38.02	protein_coding	80654652	80876815	HGNC:7326	MSH3	222163
ENSG00000113328	37.44	protein_coding	163437569	163448199	HGNC:1592	CCNG1	10630
ENSG00000113356	37.84	protein_coding	90471748	90514557	HGNC:30075	POLR3G	42809
ENSG00000113360	39.75	protein_coding	31400494	31532196	HGNC:17904	DROSHA	131702
ENSG00000113368	42.33	protein_coding	126776623	126837020	HGNC:6637	LMNB1	60397
ENSG00000113369	35.7	protein_coding	91368631	91383317	HGNC:29263	ARRDC3	14686
ENSG00000113384	41.09	protein_coding	32124716	32174319	HGNC:15452	GOLPH3	49603
ENSG00000113387	42.83	protein_coding	32531633	32604507	HGNC:19985	SUB1	72874
ENSG00000113391	36.4	protein_coding	93617725	94111699	HGNC:25365	ARB2A	493974
ENSG00000113407	38.4	protein_coding	33440696	33468091	HGNC:11572	TARS1	27395
ENSG00000113441	37.19	protein_coding	96935394	97037513	HGNC:6656	LNPEP	102119
ENSG00000113456	40.31	protein_coding	34905260	34918989	HGNC:9806	RAD1	13729
ENSG00000113460	37.61	protein_coding	34915677	34925996	HGNC:24170	BRIX1	10319
ENSG00000113504	62.05	protein_coding	1050384	1112063	HGNC:10915	SLC12A7	61679
ENSG00000113522	38.81	protein_coding	132556019	132646349	HGNC:9816	RAD50	90330
ENSG00000113552	44.88	protein_coding	141991749	142013041	HGNC:4417	GNPDA1	21292
ENSG00000113555	48.79	protein_coding	141943581	141969741	HGNC:8657	PCDH12	26160
ENSG00000113558	41.17	protein_coding	134148935	134176964	HGNC:10899	SKP1	28029
ENSG00000113569	41.74	protein_coding	37288137	37371124	HGNC:8063	NUP155	82987
ENSG00000113575	40.16	protein_coding	134193978	134226073	HGNC:9299	PPP2CA	32095
ENSG00000113580	37.82	protein_coding	143277931	143435512	HGNC:7978	NR3C1	157581
ENSG00000113583	39.76	protein_coding	133955510	133968674	HGNC:20656	C5orf15	13164
ENSG00000113593	36.46	protein_coding	65563236	65587549	HGNC:28954	PPWD1	24313
ENSG00000113595	37.19	protein_coding	65589690	65625975	HGNC:660	TRIM23	36285
ENSG00000113597	36.81	protein_coding	65624789	65666233	HGNC:25828	TRAPPC13	41444
ENSG00000113615	42.25	protein_coding	134648785	134727909	HGNC:10703	SEC24A	79124
ENSG00000113621	45.93	protein_coding	134874371	134901635	HGNC:20652	TXNDC15	27264
ENSG00000113638	38.63	protein_coding	40512333	40755963	HGNC:29959	TTC33	243630
ENSG00000113643	39.43	protein_coding	168486451	168519301	HGNC:9870	RARS1	32850
ENSG00000113645	46.59	protein_coding	168291645	168472303	HGNC:29435	WWC1	180658
ENSG00000113648	46.99	protein_coding	135334381	135399914	HGNC:4740	MACROH2A1	65533
ENSG00000113649	36.35	protein_coding	146447311	146511961	HGNC:15630	TCERG1	64650
